,name,start,end,strand,avg
42,prtG,51679,52552,1,0.4231651376146789
43,veg,52762,53023,1,0.4230769230769231
44,sspF,53182,53368,1,0.4594594594594595
45,ispE,53515,54385,1,0.4810126582278481
46,purR,54440,55298,1,0.42707117852975496
47,ridA,55294,55672,1,0.44297082228116713
48,spoVG,55865,56159,1,0.45051194539249145
49,glmU,56351,57722,1,0.4321167883211679
50,prs,57744,58698,1,0.42707240293809023
51,ctc,58782,59397,1,0.46254071661237783
52,pth,59503,60070,1,0.4363957597173145
53,fin,60129,60360,1,0.3869565217391304
54,mfd,60429,63963,1,0.45174073025757144
55,spoVT,64098,64635,1,0.4496268656716418
56,yabM,64816,66415,1,0.4449311639549437
57,yabN,66404,67874,1,0.4479237576582709
58,hslR,67876,68137,1,0.4115384615384615
59,spcP,68215,68518,1,0.39403973509933776
60,spcQ,68514,69150,1,0.3905511811023622
61,divIC,69167,69545,1,0.3978779840848806
62,yabR,69625,70012,1,0.39896373056994816
63,spoIIE,70537,73021,1,0.4377768828030608
64,yabS,73105,73843,1,0.46132971506105835
65,prkT,73808,74825,1,0.4389763779527559
66,tilS,74928,76347,1,0.4407616361071932
67,hprT,76343,76886,1,0.3929889298892989
68,ftsH,76983,78897,1,0.46001045478306324
69,coaX,79091,79868,1,0.42783505154639173
70,hslO,79879,80755,1,0.44457142857142856
71,yacD,80801,81695,1,0.40425531914893614
72,cysK,81770,82697,1,0.4557235421166307
73,pabB,82863,84276,1,0.42776203966005666
74,pabA,84289,84874,1,0.4537671232876712
75,pabC,84873,85755,1,0.43813847900113506
76,folP,85736,86594,1,0.47607934655775963
77,folB,86586,86949,1,0.43646408839779005
78,folK,86945,87449,1,0.43141153081510936
79,yazB,87400,87610,1,0.4258373205741627
80,dusB,87633,88635,1,0.4485514485514486
81,lysS,88726,90226,1,0.4336224149432955
82,ctsR,101448,101913,1,0.34051724137931033
83,mcsA,101926,102484,1,0.37163375224416517
84,mcsB,102483,103575,1,0.4188817598533456
85,clpC,103571,106004,1,0.4354440789473684
86,radA,106095,107472,1,0.45058139534883723
87,disA,107475,108558,1,0.40388170055452866
88,yacL,108673,109774,1,0.4027272727272727
89,ispD,109788,110487,1,0.4785100286532951
90,ispF,110479,110956,1,0.46638655462184875
91,gltX,111046,112498,1,0.4321157822191592
92,cysE,112799,113453,1,0.43644716692189894
93,cysS,113449,114850,1,0.435
94,mrnC,114853,115285,1,0.4222737819025522
95,rlmB,115268,116018,1,0.4753004005340454
96,raeA,116024,116537,1,0.4453125
97,sigH,116599,117256,1,0.4054878048780488
98,rpmGB,117348,117498,1,0.3825503355704698
99,secE,117531,117711,1,0.3128491620111732
100,nusG,117889,118423,1,0.41275797373358347
101,rplK,118590,119016,1,0.43529411764705883
102,rplA,119110,119809,1,0.4183381088825215
103,rplJ,120060,120561,1,0.42
104,rplL,120606,120978,1,0.41509433962264153
105,rlmG,121067,121673,1,0.4132231404958678
106,rpoB,121918,125500,1,0.4532253560457973
107,rpoC,125561,129161,1,0.4487357599333148
108,rulS,129339,129588,1,0.4153225806451613
109,rpsL,129701,130118,1,0.43990384615384615
110,rpsG,130159,130630,1,0.41914893617021276
111,fusA,130683,132762,1,0.4359961501443696
112,tufA,132881,134072,1,0.4394957983193277
113,ybaC,134170,135127,1,0.4006276150627615
114,rpsJ,135363,135672,1,0.38961038961038963
115,rplC,135711,136341,1,0.4276629570747218
116,rplD,136368,136992,1,0.42375601926163725
117,rplW,136991,137279,1,0.3902439024390244
118,rplB,137310,138144,1,0.43937575030012005
119,rpsS,138201,138480,1,0.41007194244604317
120,rplV,138496,138838,1,0.4398826979472141
121,rpsC,138841,139498,1,0.4420731707317073
122,rplP,139499,139934,1,0.43548387096774194
123,rpmC,139923,140124,1,0.375
124,rpsQ,140146,140410,1,0.3650190114068441
125,rplNA,140450,140819,1,0.4320652173913043
126,rplX,140856,141168,1,0.3954983922829582
127,rplE,141194,141734,1,0.4155844155844156
128,rpsNA,141756,141942,1,0.42162162162162165
129,rpsH,141973,142372,1,0.4045226130653266
130,rplF,142401,142941,1,0.42857142857142855
131,rplR,142973,143336,1,0.430939226519337
132,rpsE,143360,143861,1,0.444
133,rpmD,143874,144054,1,0.3743016759776536
134,rplO,144084,144525,1,0.4409090909090909
135,secY,144526,145822,1,0.416988416988417
136,adk,145876,146530,1,0.4333843797856049
137,mapA,146526,147273,1,0.44235924932975873
138,ybzG,147311,147536,1,0.38839285714285715
139,infA,147584,147803,1,0.40825688073394495
140,rpmJ,147836,147950,1,0.3274336283185841
141,rpsM,147972,148338,1,0.4328767123287671
142,rpsK,148358,148754,1,0.4582278481012658
143,rpoA,148930,149875,1,0.4184322033898305
144,rplQ,149952,150315,1,0.4447513812154696
145,ecfA,150442,151288,1,0.4461538461538462
146,ecfAB,151302,152133,1,0.4530120481927711
147,ecfT,152129,152927,1,0.4178168130489335
148,truA,152936,153680,1,0.47240915208613726
149,rplM,153841,154279,1,0.41876430205949655
150,rpsI,154299,154692,1,0.45663265306122447
151,ybaJ,155155,155923,1,0.4067796610169492
152,ybaK,156108,156552,1,0.38826185101580135
153,cwlD,156611,157325,1,0.4375876577840112
154,salA,157420,158479,1,0.444234404536862
155,gerD,158514,159072,-1,0.37163375224416517
156,kbaA,159181,159778,1,0.38926174496644295
157,pdaB,159778,160543,-1,0.418848167539267
158,ybaR,177082,178519,1,0.4296657381615599
159,ybaS,178664,179585,1,0.4467391304347826
160,eesA,179594,180347,-1,0.4654255319148936
161,feuC,180343,181354,-1,0.47227722772277225
162,feuB,181346,182351,-1,0.4531872509960159
163,feuA,182369,183323,-1,0.4092339979013641
164,btr,183413,185003,-1,0.4254247954688483
165,ybbC,185193,186438,-1,0.4397106109324759
166,nagZ,186451,188380,-1,0.4533195020746888
167,amiE,188407,189733,-1,0.4483018867924528
168,murP,189789,191157,-1,0.4740307242136064
169,murR,191182,192034,-1,0.47591069330199764
170,murQ,192050,192965,-1,0.47811816192560175
171,ybbJ,193074,193557,-1,0.45643153526970953
172,ybbK,193569,194025,-1,0.47692307692307695
173,sigW,194848,195412,1,0.4067495559502664
174,rsiW,195425,196052,1,0.4504792332268371
175,cdaA,196212,197034,1,0.46528623629719856
176,cdaR,197026,198478,1,0.425223983459683
177,glmM,198496,199843,1,0.47622585438335807
178,glmS,200276,202079,1,0.47058823529411764
179,ybbU,202125,202266,1,0.39285714285714285
180,alkA,202546,203458,-1,0.36882546652030734
181,adaA,203728,204364,1,0.3543307086614173
182,adaB,204350,204890,1,0.4174397031539889
183,ndhF,205408,206926,1,0.4126565589980224
184,ybcC,206940,209556,1,0.42294455066921605
185,ybcF,209632,210160,1,0.36242884250474383
186,ybcH,210223,210514,1,0.30689655172413793
187,ybcI,210571,210946,1,0.3582887700534759
188,ybzH,211428,211731,1,0.39403973509933776
189,ybcL,211858,213031,1,0.4445392491467577
190,ybcM,213154,213469,1,0.4745222929936306
191,skfA,213940,214108,1,0.4491017964071856
192,skfB,214174,215407,1,0.39285714285714285
193,skfC,215403,216894,1,0.374496644295302
194,skfE,216912,217632,1,0.41863699582753827
195,skfF,217696,219040,1,0.37527922561429633
196,skfG,219086,219602,1,0.4174757281553398
197,skfH,219606,220032,1,0.37411764705882355
198,ybdG,220278,221256,1,0.40429887410440124
199,ybdJ,221257,221929,1,0.39940387481371087
200,ybdK,221949,222912,1,0.39501039501039503
201,ybzI,222970,223234,1,0.45627376425855515
202,ybdM,223218,223989,-1,0.41818181818181815
203,ybdN,224074,224932,-1,0.40956826137689617
204,ybdO,225063,226248,1,0.43074324324324326
205,ybxG,226565,227954,1,0.4596541786743516
206,csgA,228065,228314,1,0.36693548387096775
207,ybxH,228330,228522,1,0.39790575916230364
208,ybxI,228548,229352,-1,0.44956413449564137
209,cypC,229524,230778,1,0.4860335195530726
210,ybyB,230818,231079,-1,0.4230769230769231
211,ybeC,231347,232967,1,0.45521927115503397
212,glpQA,233013,233895,-1,0.4551645856980704
213,glpT,233993,235328,-1,0.46476761619190404
214,ybeF,235624,235873,1,0.36693548387096775
215,ybfA,235964,236882,1,0.44274809160305345
216,ybfB,236878,238129,1,0.5088
217,ybfF,238643,239555,-1,0.29198682766191
218,ybfG,239643,241842,-1,0.4194722474977252
219,ybfH,241916,242837,-1,0.44565217391304346
220,ybfI,242833,243661,-1,0.43893591293833134
221,purT,243891,245046,1,0.4913344887348354
222,mpr,245189,246131,1,0.4665249734325186
223,ybfJ,246093,246492,1,0.42462311557788945
224,cesB,246657,247548,1,0.4752808988764045
225,pssA,247743,248277,1,0.44090056285178236
226,ybfM,248267,248756,1,0.4057377049180328
227,psd,248748,249540,1,0.46776232616940583
228,ybfN,249594,249873,1,0.4460431654676259
229,ybfO,249978,251319,1,0.43208955223880596
230,ybfP,251426,252314,1,0.39571589627959414
231,ybfQ,252513,253482,1,0.44214876033057854
232,gltP,253517,254762,-1,0.4565916398713826
233,gamP,254906,256802,-1,0.48548812664907653
234,gamA,256822,257572,-1,0.4499332443257677
235,gamR,257790,258498,1,0.43705799151343705
236,ybgB,258531,258807,1,0.44727272727272727
237,ilvE,259015,260086,1,0.48317757009345796
238,ybgF,260122,261535,-1,0.49079320113314445
239,ybgG,261655,262603,-1,0.5058078141499472
240,glnT,262731,264168,-1,0.46866295264623953
241,glsA,264190,265174,-1,0.49440488301119023
242,glnJ,265475,266708,1,0.4537337662337662
243,glnL,266718,267663,1,0.4671610169491525
244,kdgD,267889,268816,1,0.48488120950323976
245,gucD,268845,270312,1,0.5136425648021828
246,gudP,270395,271763,1,0.49451353328456477
247,gudD,271799,273167,1,0.5252377468910022
248,garR,273236,273938,1,0.4579172610556348
249,garD,274028,275561,1,0.5280678851174935
250,ycbJ,275837,276758,1,0.4782608695652174
251,rtpA,277159,277321,1,0.4409937888198758
252,ycbK,277341,278280,1,0.47654584221748403
253,ycbL,278376,279057,1,0.4514705882352941
254,ycbM,279058,279994,1,0.46524064171123
255,ycbN,280085,281009,1,0.4442036836403034
256,ycbO,281027,281714,1,0.45481049562682213
257,,281674,281809,-1,0.4701492537313433
258,ycbP,281768,282155,-1,0.43005181347150256
259,cwlJ,282468,282897,1,0.5210280373831776
260,ycbR,283002,283734,1,0.4240766073871409
261,yczK,283815,283992,1,0.44886363636363635
262,phoD,284010,285762,1,0.48715019988577957
263,tatAD,285774,285987,1,0.49056603773584906
264,tatCD,286047,286776,1,0.4725274725274725
265,pcp,286772,287420,-1,0.500772797527048
266,ycbU,287498,288611,1,0.4973021582733813
267,lmrB,288652,290092,-1,0.4739402362751911
268,lmrA,290131,290698,-1,0.5123674911660777
269,ansZ,290914,292042,1,0.44631765749778174
270,estA,292204,292843,1,0.45141065830721006
271,yczC,292880,293264,-1,0.4725848563968668
272,yccF,293498,294575,1,0.46654275092936803
273,natK,294614,295571,-1,0.47175732217573224
274,natR,295583,296285,-1,0.43081312410841655
275,natA,296428,297169,1,0.47162162162162163
276,natB,297169,298330,1,0.44913793103448274
277,yccK,298465,299398,1,0.463519313304721
278,ycdA,299437,300502,-1,0.3994360902255639
279,,300524,300656,-1,0.3816793893129771
280,ycdB,300829,302248,1,0.4767277856135402
281,ycdC,302434,303796,1,0.45554739162380603
282,cwlK,303803,304307,-1,0.4274353876739563
283,rapJ,304429,305551,1,0.4335414808206958
284,ycdF,305657,306434,1,0.47680412371134023
285,ycdG,306458,308144,1,0.4593471810089021
286,znuA,308331,309291,1,0.4233576642335766
287,znuC,309346,310042,1,0.44028776978417267
288,znuB,309999,310842,1,0.45605700712589076
289,yceB,310879,311875,-1,0.4984924623115578
290,yceC,312158,312758,1,0.4557595993322204
291,yceD,312779,313361,1,0.459552495697074
292,yceE,313395,313974,1,0.47750865051903113
293,yceF,314024,314798,1,0.445019404915912
294,yceG,314882,316496,1,0.453812771233726
295,yceH,316511,317603,1,0.458295142071494
296,niaP,317724,318927,1,0.49750415973377704
297,yceJ,319179,320352,-1,0.4863481228668942
298,yceK,320420,320723,-1,0.41721854304635764
299,opuAA,321012,322269,1,0.43710191082802546
300,opuAB,322270,323119,1,0.45990566037735847
301,opuAC,323118,324000,1,0.46311010215664017
302,amhX,324037,325189,-1,0.5125977410947002
303,ycgA,325338,326772,1,0.4696441032798325
304,ycgB,326887,327469,1,0.42512908777969016
305,amyE,327617,329597,1,0.4456796361798888
306,lctE,329773,330739,1,0.44974093264248705
307,lctP,330770,332396,1,0.4978461538461538
308,mdr,332440,333979,-1,0.47009102730819247
309,ycgE,334091,334556,1,0.4870689655172414
310,ycgF,334629,335259,1,0.4562798092209857
311,ycgG,335328,336090,1,0.47963206307490147
312,ycgH,336091,337432,-1,0.467910447761194
313,ycgI,337561,338158,1,0.47315436241610737
314,nadE,338287,339106,1,0.48166259168704156
315,tmrB,339155,339749,-1,0.47217537942664417
316,aroK,340024,340585,1,0.4035714285714286
317,ycgJ,340612,341374,-1,0.48226018396846254
318,ycgK,341491,342466,1,0.4856262833675565
319,cah,342537,343494,1,0.48640167364016734
320,ycgL,343577,344360,1,0.4398976982097187
321,putB,344550,345462,1,0.43468715697036225
322,putC,345478,347026,1,0.4654169360051713
323,putP,347149,348571,1,0.48698099929627026
324,putR,348723,349959,1,0.39757085020242916
325,ycgQ,349995,350853,-1,0.411901983663944
326,ycgR,350857,351742,-1,0.45701357466063347
327,ycgS,351841,352696,-1,0.4648711943793911
328,ffoR,352857,353868,1,0.502970297029703
329,nasF,353899,355351,-1,0.4941419710544452
330,nasE,355411,355732,-1,0.446875
331,nasD,355763,358181,-1,0.4911046752172114
332,nasC,358302,360435,-1,0.4845215759849906
333,nasB,360441,362757,-1,0.4946004319654428
334,nasA,362936,364142,1,0.5095435684647303
335,folEB,364258,365173,1,0.46061269146608314
336,yciB,365169,365754,1,0.4178082191780822
337,yczL,365849,366035,1,0.4540540540540541
338,zinU,366062,367256,1,0.4702430846605197
339,yckA,367304,367985,-1,0.45441176470588235
340,yckB,367994,368858,-1,0.4507531865585168
341,,369019,369217,1,0.41624365482233505
342,yckC,369235,369691,1,0.43736263736263736
343,yckD,369772,370105,1,0.4006024096385542
344,bglC,370258,371692,1,0.43126308443824146
345,nin,371728,372127,-1,0.39949748743718594
346,nucA,372153,372603,-1,0.4766146993318486
347,tlpC,372770,374492,-1,0.4235909355026148
348,hxlB,374602,375160,-1,0.4506283662477558
349,hxlA,375165,375798,-1,0.4462025316455696
350,hxlR,376031,376394,1,0.4171270718232044
351,srfAA,376967,387731,1,0.4970733066988758
352,srfAB,387743,398495,1,0.5046972374662823
353,comS,390879,391020,1,0.5
354,srfAC,398531,402359,1,0.49020120198588973
355,srfAD,402387,403116,1,0.5013736263736264
356,srfT,403216,404443,1,0.48694942903752036
357,ycxB,404457,405015,-1,0.34470377019748655
358,ycxC,405068,406007,-1,0.47867803837953093
359,ycxD,406130,407465,1,0.4745127436281859
360,yczE,408239,408887,-1,0.49613601236476046
361,tcyC,409207,409951,-1,0.5033647375504711
362,tcyB,409964,410669,-1,0.4744318181818182
363,tcyA,410655,411462,-1,0.41563275434243174
364,bsdA,411577,412450,-1,0.45871559633027525
365,ubiX,412539,413154,1,0.49022801302931596
366,bsdC,413156,414578,1,0.47853624208304013
367,bsdD,414594,414822,1,0.44052863436123346
368,yclD,414818,415283,1,0.5021551724137931
369,yclE,415349,416195,1,0.46745562130177515
370,dtpT,416234,417713,-1,0.4614343707713126
371,yclG,417992,419747,1,0.4486887115165336
372,yczF,419762,419984,-1,0.34841628959276016
373,gerKA,420109,421744,1,0.4724602203182375
374,gerKC,421733,422957,1,0.44807849550286183
375,gerKB,422981,424103,1,0.4281891168599465
376,yclH,424207,424888,-1,0.4411764705882353
377,yclI,424903,426364,-1,0.44794520547945205
378,yclJ,426576,427260,1,0.4333821376281113
379,yclK,427246,428668,1,0.4363124560168895
380,rapC,428830,429979,1,0.39547038327526135
381,phrC,429962,430085,1,0.4344262295081967
382,yczM,430184,430274,-1,0.39325842696629215
383,yczN,430355,430469,-1,0.4424778761061947
384,thrD,430622,431987,-1,0.4912023460410557
385,pbtN,432371,433322,1,0.4421052631578947
386,pbtO,433314,434262,1,0.4371700105596621
387,pbtP,434255,435014,1,0.44327176781002636
388,pbtQ,435035,435989,1,0.40713536201469047
389,ycnB,436035,437454,-1,0.49717912552891397
390,ycnC,437473,438352,-1,0.45785876993166286
391,nfrAB,438515,439265,-1,0.4779706275033378
392,ycnE,439281,439569,-1,0.4250871080139373
393,yczG,439708,440023,1,0.46496815286624205
394,gabR,440024,441464,-1,0.48992355802640725
395,gabT,441570,442881,1,0.5076335877862596
396,gabD,442949,444338,1,0.5014409221902018
397,glcU,444460,445324,1,0.45538818076477405
398,gdh,445343,446129,1,0.47006369426751593
399,cutI,446173,446788,-1,0.4788273615635179
400,cutJ,446800,448426,-1,0.4867692307692308
401,cutR,448460,449033,-1,0.4825174825174825
402,ycnL,449197,449551,1,0.47875354107648727
403,mtlA,449723,451160,1,0.4853760445682451
404,mtlF,451184,451616,1,0.4245939675174014
405,mtlD,451617,452739,1,0.47992863514719003
406,ycsA,452829,453894,1,0.49624060150375937
407,sipU,454028,454592,1,0.3925399644760213
408,yczH,454651,455260,-1,0.46381578947368424
409,ycsD,455345,455738,1,0.4744897959183674
410,yczO,455770,455935,-1,0.3902439024390244
411,ribZ,456067,456817,1,0.4606141522029373
412,pxpA,457022,457796,1,0.4890038809831824
413,pxpG,457810,459025,1,0.4769357495881384
414,pxpI,459048,459822,1,0.5316946959896507
415,pxpB,459866,460589,1,0.4903047091412742
416,pxpC,460591,461599,1,0.5153922542204568
417,pxpR,461614,462367,1,0.4946808510638298
418,lipC,462430,463072,1,0.44929797191887677
419,yczI,463244,463490,1,0.3877551020408163
420,yczJ,463495,463783,-1,0.4738675958188153
421,pbpC,463933,465940,1,0.4461615154536391
422,ycsN,466041,466944,1,0.4866962305986696
423,mtlR,467129,469214,1,0.4510556621880998
424,ydaB,469425,470937,1,0.4454003970880212
425,ydaC,470956,471502,-1,0.47889908256880737
426,ydaD,471708,472569,1,0.4813953488372093
427,lyxE,472584,473088,1,0.49304174950298213
428,ydaF,473173,473725,1,0.49909255898366606
429,ydaG,473802,474225,1,0.42890995260663506
430,amj,474730,475540,1,0.4610630407911001
431,ydzA,475583,475874,-1,0.4793103448275862
432,lrpC,476058,476493,1,0.45161290322580644
433,topB,476557,478741,1,0.48282180485570314
434,epsJ,478943,480032,1,0.44485294117647056
435,epsK,480012,480864,1,0.4488836662749706
436,ydaL,480874,482584,1,0.46108835576360446
437,ydaM,482576,483839,1,0.45245641838351824
438,ydaN,483844,485956,1,0.45855045002368544
439,kimA,486431,488255,1,0.46352166758091057
440,nudT,488313,488763,1,0.49888641425389757
441,poxB,488829,490554,1,0.5023201856148491
442,,490545,490749,-1,0.32019704433497537
443,ydzK,490776,491043,-1,0.424812030075188
444,mntH,491146,492424,-1,0.4831636648394675
445,ydaS,492653,492911,-1,0.5447470817120622
446,ydaT,492988,493441,-1,0.4690265486725664
447,ydbA,493558,494377,1,0.4669926650366748
448,gsiB,494505,494877,1,0.42318059299191374
449,ydbB,495008,495350,1,0.4838709677419355
450,ydbC,495343,495703,1,0.45403899721448465
451,ydbD,495739,496561,-1,0.4920828258221681
452,dctB,496645,497698,-1,0.438212927756654
453,dctS,497767,499375,1,0.46608587429993775
454,dctR,499364,500045,1,0.4676470588235294
455,dctP,500165,501431,1,0.4600790513833992
456,ydbI,501578,502631,1,0.4372623574144487
457,ydbJ,502907,503834,1,0.4708423326133909
458,ydbK,503853,504594,1,0.42027027027027025
459,ydbL,504688,505024,1,0.43283582089552236
460,ydbM,505151,506297,1,0.503056768558952
461,fbpB,506321,506501,-1,0.4301675977653631
462,fbpA,506454,506619,-1,0.42073170731707316
463,ydbO,506865,507738,1,0.45756880733944955
464,ydbP,507752,508073,-1,0.3875
465,ddlA,508247,509312,1,0.46898496240601506
466,murF,509383,510757,1,0.47050254916241807
467,cshA,511156,512641,1,0.45889487870619944
468,ydbS,512813,513293,1,0.4718162839248434
469,ydbT,513282,514764,1,0.4415935178933153
470,ydcA,515015,515615,-1,0.4557595993322204
471,acpS,515709,516075,1,0.4849315068493151
472,ydcC,516240,517257,1,0.41732283464566927
473,alrA,517371,518541,1,0.47904191616766467
474,ndoAI,518656,518938,1,0.47686832740213525
475,ndoA,518942,519293,1,0.4228571428571429
476,rsbRA,519407,520232,1,0.433252427184466
477,rsbS,520236,520602,1,0.4410958904109589
478,rsbT,520605,521007,1,0.47880299251870323
479,rsbU,521018,522026,1,0.4260178748758689
480,rsbV,522087,522417,1,0.4133738601823708
481,rsbW,522413,522896,1,0.44398340248962653
482,sigB,522861,523650,1,0.4543147208121827
483,rsbX,523649,524249,1,0.41903171953255425
484,,524359,524476,1,0.41379310344827586
485,ydcF,524491,524785,1,0.4232081911262799
486,ydcG,524781,525222,1,0.4113636363636364
487,ydcH,525205,525649,1,0.44469525959367945
488,tex,525742,527902,1,0.4576192681797128
489,cmpA,527911,528025,-1,0.336283185840708
490,ydcK,528128,528581,1,0.42035398230088494
491,ydcL,529504,530611,-1,0.3128390596745027
492,immA,530623,531133,-1,0.3143418467583497
493,immR,531129,531513,-1,0.3342036553524804
494,xis,531786,531981,1,0.35051546391752575
495,ydzL,531977,532238,1,0.3423076923076923
496,ydcO,532291,532552,1,0.3346153846153846
497,,532757,532886,1,0.3984375
498,helP,532921,533302,1,0.3868421052631579
499,conQ,533337,534780,1,0.3945908460471567
500,nicK,534772,535831,1,0.38657844990548207
501,ydcS,536095,536365,1,0.3271375464684015
502,ydcT,536403,536670,1,0.3684210526315789
503,yddA,536686,536995,1,0.36038961038961037
504,conB,536984,538049,1,0.35620300751879697
505,conC,538060,538309,1,0.40725806451612906
506,conD,538321,538846,1,0.3683206106870229
507,conE,538733,541229,1,0.39038076152304607
508,yddF,541247,541574,1,0.34355828220858897
509,conG,541577,544025,1,0.3853698406211688
510,cwlT,544021,545011,1,0.41354903943377147
511,yddI,545025,545532,1,0.3438735177865613
512,yddJ,545594,545975,1,0.3368421052631579
513,yddK,546165,546966,-1,0.2975
514,rapI,547305,548481,1,0.3072340425531915
515,phrI,548437,548557,1,0.35294117647058826
516,yddM,548709,549651,1,0.2964930924548353
517,yddN,550239,551259,-1,0.3837095191364082
518,lrpA,551518,551929,1,0.2951219512195122
519,lrpB,552051,552501,-1,0.31625835189309576
520,yddQ,552615,553158,1,0.3763837638376384
521,yddR,553710,554475,1,0.3468586387434555
522,yddS,554668,555979,1,0.4015267175572519
523,ydzM,556561,556738,1,0.2784090909090909
524,yddT,556762,557449,1,0.35422740524781343
525,ydzN,557872,558058,1,0.3081081081081081
526,sufLC,558407,559001,1,0.3220910623946037
527,cspC,559263,559464,1,0.4
528,cdnL,560150,560612,-1,0.32537960954446854
529,ydzE,561179,561416,-1,0.3771186440677966
530,ydeC,561513,562389,-1,0.34514285714285714
531,ydeD,562501,563461,1,0.39520333680917624
532,ydeE,563613,564486,-1,0.3795871559633027
533,ydeF,564712,566101,1,0.4092219020172911
534,ydeG,566210,567503,1,0.4411764705882353
535,ydeH,567661,568108,1,0.3452914798206278
536,ydeI,568344,568938,1,0.3625632377740304
537,ydeJ,569289,569949,-1,0.4142640364188164
538,ydeK,570370,571234,-1,0.5341830822711472
539,ydeL,571388,572780,1,0.4184040258806614
540,ydeM,572973,573399,1,0.34823529411764703
541,ydeN,573451,574024,-1,0.4160839160839161
542,ydzF,574105,574435,-1,0.44680851063829785
543,ydeO,574689,575562,1,0.40825688073394495
544,ydeP,575711,576098,-1,0.3963730569948187
545,ydeQ,576208,576802,1,0.42495784148397975
546,ydeR,576945,578133,-1,0.4700926705981466
547,ydeS,578336,578933,1,0.46308724832214765
548,ydzO,579046,579232,1,0.34594594594594597
549,aseR,579540,579876,1,0.3761194029850746
550,arsF,579888,581196,1,0.4055087987758225
551,ydfB,581693,582479,1,0.36560509554140125
552,ydfC,582535,583456,-1,0.4141304347826087
553,ydfD,583588,585037,1,0.40193370165745856
554,ydfE,585154,585778,-1,0.39646869983948635
555,ydfF,585867,586548,1,0.425
556,ydfG,586627,587071,-1,0.40857787810383744
557,ydzP,587156,587336,-1,0.37988826815642457
558,ydzQ,587332,587476,-1,0.34965034965034963
559,ydfH,587743,588967,1,0.4071954210956664
560,ydfI,588959,589601,1,0.39313572542901715
561,ydfJ,589716,591891,1,0.4245630174793008
562,cesA,592302,593205,-1,0.4268292682926829
563,ydfK,593406,594096,-1,0.41509433962264153
564,ydfL,594185,594998,-1,0.3669950738916256
565,mneP,595108,596002,-1,0.42777155655095184
566,ydfN,596477,597098,1,0.41935483870967744
567,ydfO,597113,598052,1,0.4722814498933902
568,ydfP,598153,598543,1,0.44473007712082263
569,ydfQ,598728,599067,1,0.3875739644970414
570,ydzH,599106,599343,-1,0.3728813559322034
571,ydzR,599874,600105,-1,0.41739130434782606
572,ydfR,600228,600906,-1,0.4017725258493353
573,ydfS,601018,601726,1,0.38048090523338046
574,cotP,601740,602172,-1,0.4013921113689095
575,ydgA,602184,602427,-1,0.40082644628099173
576,ydgB,602440,602713,-1,0.4007352941176471
577,ydgC,603011,603599,1,0.41737649063032367
578,ydgD,603595,603940,1,0.4331395348837209
579,ydgE,604102,604576,1,0.452431289640592
580,vmlR,604735,606379,-1,0.44004869141813757
581,ydgF,606698,608075,-1,0.4425872093023256
582,dinB,608245,608764,-1,0.4189189189189189
583,ydgG,608932,609391,1,0.4170305676855895
584,ydgH,609387,612045,1,0.45238991343620627
585,ydgI,612190,612820,-1,0.4594594594594595
586,ydgJ,612835,613330,-1,0.4534412955465587
587,ydgK,613640,614849,1,0.4718543046357616
588,ydhB,614884,615622,-1,0.4423337856173677
589,ydhC,615870,616545,1,0.41839762611275966
590,spoL,616671,617934,1,0.48256735340729
591,ydhE,618094,619282,1,0.43302443133951135
